"xml_@ref","xml_text()","aiddata_id","iati_org_code","iati_org_name"
"","The EngageMedia Collective Inc","142309408","",""
"","The Family Life Association","142309408","",""
"","The family Support Unit of SLE","142309408","",""
"","The Ford Foundation","142309408","",""
"","The Gay and Lesbian Memory in Action","142309408","",""
"","THE GENERAL DEPARTMENT OF CADASTRE AND REGISTRATION","142309408","",""
"","The Gold Standard Foundation","142309408","",""
"","THE GOVERNMENT OF CORDOBA PROVINCE","142309408","",""
"","THE GOVERNMENT OF STP","142309408","",""
"","THE GROUP","142309408","",""
"","The Guttmacher Institute","142309408","",""
"","The HALO Trust","142309408","",""
"","The Health Support Organization","142309408","",""
"","The Hospital for Sick Children","142309408","",""
"","The Inner Circle","142309408","",""
"","The Inspectorate of Government","142309408","",""
"","The International Bank for Reconstruction and Development","142309408","",""
"","The International Community of Women Living with HIV/AIDS","142309408","",""
"","The International Community of Women Living with HIV/AIDS EA","142309408","",""
"","The International Policy Research and Evaluation Group","142309408","",""
"","The International Society of City and Regional Planners(ISOCARP)","142309408","",""
"","The Involve Foundation","142309408","",""
"","The Managment Centre","142309408","",""
"","The Master card Foundation","142309408","",""
"","The Media Foundation","142309408","",""
"","The Mines Advisory Group Lbg","142309408","",""
"","THE MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT","142309408","",""
"","THE MINISTRY OF ECONOMIC DEVELOPMENT","142309408","",""
"","THE MINISTRY OF EDUCATION","142309408","",""
"","THE MINISTRY OF ENVIRONMENT","142309408","",""
"","THE MINISTRY OF FINANCE","142309408","",""
"","THE MINISTRY OF MINES AND GEOLOGY","142309408","",""
"","THE MINISTRY OF PUBLIC HEALTH","142309408","",""
"","THE MINISTRY OF RAILWAYS","142309408","",""
"","THE MINISTRY OF TERRITORIAL ADJUSTMENT","142309408","",""
"","The Mirembe Project","142309408","",""
"","The National AIDS Council","142309408","",""
"","THE NATIONAL BUREAU OF STATISTICS","142309408","",""
"","The National Commission on Violence against Women","142309408","",""
"","The National Council of NGOs - NGO Council","142309408","",""
"","THE NATIONAL LIBRARY","142309408","",""
"","THE NATIONAL ROAD INFRASTRUCTURE FUND","142309408","",""
"","The Nest Arts Company Ltd","142309408","",""
"","The Nile Equatorial Lakes Subsidiary Action Program NELSAP","142309408","",""
"","The Office of Coordinating Min for Eco Affairs","142309408","",""
"","The Open Institute","142309408","",""
"","The Other Design Studio","142309408","",""
"","The Palestinian Authority","142309408","",""
"","The Palestinian Independent Commision for Citizens' Rights","142309408","",""
"","THE PALESTINIAN INITIATIVE FOR","142309408","",""
"","The Patna Collective","142309408","",""
"","The Political Security Domain Centre For Peace And Security In The Middel East Psd Association","142309408","",""
"","The Rowan Charitable Trust","142309408","",""
"","The Royal Canadian Geographical Society / Canadian Geographic Enterprises","142309408","",""
"","The Save The Children Fund Lbg","142309408","",""
"","THE SOCIAL FUND FOR DEVELOPMENT","142309408","",""
"","The Source Company","142309408","",""
"","The Southern African Human Rights Litigation Centre Trust","142309408","",""
"","The Southern African Parliamentarysupport Trust","142309408","",""
"","THE STATE OF CHANCELLERY","142309408","",""
"","THE STATE REVENUE COMMITTEE","142309408","",""
"","The Sustainable Trade Initiative","142309408","",""
"","The Theatre Company","142309408","",""
"","The Transparency and Accountability Initiative","142309408","",""
"","The Universalia Management Group Inc.","142309408","",""
"","The University of the South Pacific","142309408","",""
"","The University of Winnipeg","142309408","",""
"","The Wellspring Foundation","142309408","",""
"","The William & Flora Hewlett Foundation","142309408","",""
"","Theertha International Artists Collective","142309408","",""
"","THINK","142309408","",""
"","Thumbs Up Foundation","142309408","",""
"","Tianjin Municipal Government","142309408","",""
"","TIANJIN MUNICIPAL GOVT","142309408","",""
"","Tides","142309408","",""
"","TIDES CENTER","142309408","",""
"","Tides Foundation FRIDA Collective Action Fund","142309408","",""
"","Tides Foundation/DRF","142309408","",""
"","Tigray Bureau of Fin&Econ Dev","142309408","",""
"","TIHAMA DEVELOPMENT AUTHORITY","142309408","",""
"","Tilitonse Fund","142309408","",""
"","Tillv?_xtverket","142309408","",""
"","Tipik Communication Agency Sa","142309408","",""
"","Tiri (The Governance-Access-Learning Network)","142309408","",""
"","Titas Gas Transmission & Distribution Co. Ltd.","142309408","",""
"","TJANDRA IRAWAN","142309408","",""
"","TNUDF/IDC","142309408","",""
"","TO BE DETERMINED","142309408","",""
"","Together to Protect Human","142309408","",""
"","Tonderayi Makumire","142309408","",""
"","TOPLOFIKACIA SOFIA (BORROWER)","142309408","",""
"","Toronto Center","142309408","",""
"","Toronto Centre","142309408","",""
"","TOSTAN POUR L'EDUCATION NON FO","142309408","",""
"","TOTAL","142309408","",""
"","TOTAL-CONGO","142309408","",""
"","Toxics Link","142309408","",""
"","Toyota Gilbratar","142309408","",""
"","TPD AND MHPP","142309408","",""
"","TPFDA","142309408","",""
"","TradeMark East Africa","142309408","",""
"","TRAFFIC","142309408","",""
"","Traidcraft Exchange","142309408","",""
"","Training for Development","142309408","",""
"","Training for Research and Action (TARA)","142309408","",""
"","TRAINING RESEARCH AND NETWORKING FOR DEVELOPMENT","142309408","",""
"","TRALAC","142309408","",""
"","TRANSANTIAGO","142309408","",""
"","TRANSCO","142309408","",""
"","Transitions o.s.","142309408","",""
"","Transnational Institute","142309408","",""
"","Trans-Nzoia Socio-Economic Network","142309408","",""
"","Transparency International","142309408","",""
"","Transparency International BGD","142309408","",""
"","Transparency International e.V.","142309408","",""
"","TRANSPORT COORD. CMTE.","142309408","",""
"","Transport Department of Bac Kan","142309408","",""
"","Transport Department of Cao Bang","142309408","",""
"","Transport Department of Ha Giang","142309408","",""
"","Transport Department of Lao Cai","142309408","",""
"","Transport Department of Tuyen Quang","142309408","",""
"","Transport Department of Yen Bai","142309408","",""
"","Transportstyrelsen","142309408","",""
"","Transtec Sa","142309408","",""
"","TREASURY & HOUSING DEVELOPMENT AGENCY (HDA)","142309408","",""
"","Treasury Department","142309408","",""
"","Tree Aid","142309408","",""
"","Triangle Arts Trust","142309408","",""
"","Triangle G?n?ration Humanitaire","142309408","",""
"","Triangle Project","142309408","",""
"","TRIBHUVAN UNIVERSITY","142309408","",""
"","Triodos Facet BV","142309408","",""
"","Triodos Investment Management","142309408","",""
"","Triple Line Consulting Ltd.","142309408","",""
"","TRL Limited","142309408","",""
"","Trocaire","142309408","",""
"","Trocaire Unincorporated Association","142309408","",""
"","Tropical and Environmental Diseases and Health Associates","142309408","",""
"","Tropical Disease Foundation Inc.","142309408","",""
"","Trust For Democratic Education Andaccountability","142309408","",""
"","Trust for Indigenous Culture and Health","142309408","",""
"","Trustees of Columbia univ.NYC","142309408","",""
"","Tsitsi Maradze","142309408","",""
"","TSKB AND HALKBANK","142309408","",""
"","TSKB AND TKB","142309408","",""
"","TSKB AND TURK EXIM BANK","142309408","",""
"","Tsotawi Tekat Tekelakay Mayber","142309408","",""
"","TTF - MULTI DONOR","142309408","",""
"","Tuba Rai Metin","142309408","",""
"","Tullverket","142309408","",""
"","Turath for Human Development","142309408","",""
"","TUV Rheinland Group","142309408","",""
"","Twerwaneho Listeners Club","142309408","",""
"","TWITEZIMBERE","142309408","",""
"","Tyr?ns AB","142309408","",""
"","U Rafael Landivar / Plaza Publica","142309408","",""
"","U.P FOREST DEPARTMENT","142309408","",""
"","UBATEC S.A.","142309408","",""
"","UBS OPTIMUS FOUNDATION","142309408","",""
"","UCRESEP","142309408","",""
"","UD Utrikesdepartementet","142309408","",""
"","UDIS Forum","142309408","",""
"","UETCL","142309408","",""
"","UFAR","142309408","",""
"","UHAI","142309408","",""
"","UICN - Union internationale pour la conservation de la nature","142309408","",""
"","UKRAINIAN CENTER FOR ENTERPRISE RESTRUCTURING AND PSD","142309408","",""
"","Ukrainian Fund to Fight HIV Infection and AIDS","142309408","",""
"","UKRANIAN EXIM BANK","142309408","",""
"","UKRAVTODOR","142309408","",""
"","UKRAVTODOR (ROAD AGENCY)","142309408","",""
"","UKRENERGO","142309408","",""
"","UKREXIMBANK","142309408","",""
"","ULAANBAATAR CITY","142309408","",""
"","Ulandssekretariatet","142309408","",""
"","ULTIMAS NOTICIA","142309408","",""
"","Ume? Universitet","142309408","",""
"","UDA, CMC, NWSDB","142309408","",""
"","Uni??n nicarag??ense para la Responsabilidad Social Empresarial","142309408","",""
"","Union Chr?tienne des Jeunes Ge","142309408","",""
"","Union des Amis Socio Culturels d'Action en D?veloppement","142309408","",""
"","Union des cadres serviteurs de la nation ha??tienne","142309408","",""
"","Union des Groupements pour la Commercialisation des Produits Agricoles","142309408","",""
"","Union Des Organisations Syrienne de Secours Medicaux","142309408","",""
"","Union europ?enne","142309408","",""
"","UNION FOR AFRICA POPULATION","142309408","",""
"","Union for African Population Studies","142309408","",""
"","Union Institute for Central America and the Caribbean","142309408","",""
"","Union Internationale Contre la Tuberculose et les Maladies Respiratoires","142309408","",""
"","Union interparlementaire","142309408","",""
"","Union Mundial para la Naturaleza","142309408","",""
"","UNION NACIONAL DE MUJERES GUAT","142309408","",""
"","Union Nationale des Associations Diocesaines de Secours et Developpement","142309408","",""
"","Union of Agricultural Work Committees","142309408","",""
"","Union of Health Work Committees","142309408","",""
"","UNIPV","142309408","",""
"","UNISDR","142309408","",""
"","Unit? de Gestion des Projets d'Appui au Secteur Sant?","142309408","",""
"","Unit? de Recherche et d'Action M?dico L?gale","142309408","",""
"","UNITAR Inst Training&Research","142309408","",""
"","UNITE DE COORDINATION DU PROJET","142309408","",""
"","UNITE DE COORDINATION DU PROJET (UCOP)","142309408","",""
"","UNITE D'EXECUTION DE LA REFORME DU SECTEUR DE L'ENERGIE","142309408","",""
"","UNITE MIXTE DE RECHERCHE INTER","142309408","",""
"","United Development Agency","142309408","",""
"","United Peace Organization","142309408","",""
"","United Way Worldwide","142309408","",""
"","Vento di Terra","142309408","",""
"","UNIVUPOLI","142309408","",""
"","UNKNOWN","142309408","",""
"","UNLiREC","142309408","",""
"","UNMIK","142309408","",""
"","UNMIT","142309408","",""
"","UNNATI - Organisation for Development Education","142309408","",""
"","UNODC","142309408","",""
"","unoversidad nacional Autonoma","142309408","",""
"","Unrestricted Donations","142309408","",""
"","Unrestricted Income","142309408","",""
"","Unrestricted Other","142309408","",""
"","UNROD","142309408","",""
"","UNRWA - Office de secours et de travaux des Nations Unies pour les r?fugi?s de Palestine dans le Proche-Orient","142309408","",""
"","UNRWA Relief and Works Agency","142309408","",""
"","UNSSC- UN System Staff College","142309408","",""
"","UNWOMEN","142309408","",""
"","UNWOMEN Int.","142309408","",""
"","UPA DI  - Union des producteurs agricoles - D?veloppement international","142309408","",""
"","UPA DI - Union des producteurs agricoles - D?veloppement international","142309408","",""
"","UPACT","142309408","",""
"","UPEN","142309408","",""
"","Upper Nile Initiative and Development Organization","142309408","",""
"","Upper Nile Kalaazar Eradication Association","142309408","",""
"","Upper Nile Women Welfare Association","142309408","",""
"","Upper Nile Youth Mobilization for Peace and Development Agency","142309408","",""
"","Uppsala Universitet","142309408","",""
"","UPSA","142309408","",""
"","UQAM - Universit? du Qu?bec ?? Montr?al","142309408","",""
"","UQO - Universit? du Qu?bec en Outaouais","142309408","",""
"","Urban Affairs","142309408","",""
"","Urban and Rural Development Organization","142309408","",""
"","Urban Development and Housing Department","142309408","",""
"","Urban Development and Poverty Alleviation Dept","142309408","",""
"","Urban Development Department","142309408","",""
"","Urban Development Department of Gov't of Bihar","142309408","",""
"","URBAN ENVIRONMENT CO.S; SEWERAGE & DRAINAGE CO IN HAIPHONG","142309408","",""
"","Urmul Jyoti Sansthan","142309408","",""
"","URMUL Khejari Sansthan Nagaur","142309408","",""
"","Urmul Seemant Samiti","142309408","",""
"","Urmul Setu Sansthan","142309408","",""
"","URMUL Trust Bikaner","142309408","",""
"","URUMQI DISTRICT HEATING COMPANY","142309408","",""
"","URUMQI MUNICIPAL GOVERNMENT","142309408","",""
"","Ushahidi","142309408","",""
"","Ustadi Foundation","142309408","",""
"","Utan Gr?_nser","142309408","",""
"","Utbildning f?r bist?ndsverksam","142309408","",""
"","UTH","142309408","",""
"","UTILITIES IN SOUTH EAST EUROPE","142309408","",""
"","Utrikespolitiska institutet","142309408","",""
"","UTTAR PRADESH BHUMI SUDHAR NIGAM","142309408","",""
"","UTTAR PRADESH BHUMI SUDHOR NIGAM","142309408","",""
"","UTTAR PRADESH POWER CORPORATION LTD. (UPPCL)","142309408","",""
"","UTTAR PRADESH SABHEE KE LIYE SHIKSHA PARIYOJANA PARISHAD","142309408","",""
"","Uttarakhand Energy Department (UED)","142309408","",""
"","UTTHAN","142309408","",""
"","Utz Certified","142309408","",""
"","UZAVTOTRANS","142309408","",""
"","UzbekEnergo","142309408","",""
"","UZKOMMUNHIZMAT (UZBEK AGENCY FOR COMMUNAL SERVICES)","142309408","",""
"","UZKOMMUNKHIZMAT","142309408","",""
"","V?est?liitto ry","142309408","",""
"","V?_gverket","142309408","",""
"","V?_nsterns Solidaritetsforum","142309408","",""
"","V?t?rinaire sans Frontieres","142309408","",""
"","VAAGDHARA","142309408","",""
"","Valentinus Joko Susilo","142309408","",""
"","Vance and Madriz S.A","142309408","",""
"","Vancouver Island University","142309408","",""
"","VARIOUS","142309408","",""
"","Various donors","142309408","",""
"","Various Donors (details not yet provided)","142309408","",""
"","Various Recipients (details not yet provided)","142309408","",""
"","Vasundhara","142309408","",""
"","VC4Africa","142309408","",""
"","Vedvarende Energi","142309408","",""
"","VegFam","142309408","",""
"","Verdensnaturfonden","142309408","",""
"","Verein f. hum. Hilfe Vaduz","142309408","",""
"","Verge Magazine Inc.","142309408","",""
"","Very Real Time","142309408","",""
"","VETAID","142309408","",""
"","Vetenskapsr?det","142309408","",""
"","Veterinaires Sans Frontieres","142309408","",""
"","VIA LIBRE","142309408","",""
"","Vibhavari","142309408","",""
"","VICE MINISTRY OF CONSTRUCTION AND WATER;","142309408","",""
"","VICE MINISTRY OF ENERGY & HYDROCARBONS (VMEH)","142309408","",""
"","VICE MINISTRY OF TOURISM","142309408","",""
"","VICE PRECIDENCY","142309408","",""
"","VICE PRESIDENT'S OFFICE","142309408","",""
"","VICE PRIME MINISTER OFFICE","142309408","",""
"","Vice-Presidents Office","142309408","",""
"","Victor Waneno Owuor","142309408","",""
"","Victoria Brooks Gass","142309408","",""
"","Victoria Villanueva Chavez","142309408","",""
"","Vidanza Contempor??nea","142309408","",""
"","VIDEA - Victoria International Development Education Association","142309408","",""
"","Videncenter for Landbrug","142309408","",""
"","Vie Sacree","142309408","",""
"","Vientiane Prefecture","142309408","",""
"","Vietcraft","142309408","",""
"","Vietnam Academy of Social Sciences","142309408","",""
"","Vietnam Bar Federation","142309408","",""
"","Vietnam Chamber Comm/Industry","142309408","",""
"","VIETNAM ELECTRICITY (EVN)/MINISTRY OF INDUSTRY & TRADE(MOIT)","142309408","",""
"","Vietnam Environm Administratio","142309408","",""
"","Vietnam Family Planning Associ","142309408","",""
"","Vietnam Television Technology Investment and Development Company","142309408","",""
"","VIETNAM WOMEN UNION VIE","142309408","",""
"","Vigmed AB","142309408","",""
"","ViiV Healthcare Ltd","142309408","",""
"","VIKALP WOMEN'S GROUP","142309408","",""
"","Vikas Sahyog Kendra - VSK","142309408","",""
"","Village Vocations Program","142309408","",""
"","Vinnova","142309408","",""
"","Violet Grey","142309408","",""
"","VIRGIN UNITE","142309408","",""
"","Vision 2020 resource centre","142309408","",""
"","Vision Aid Charitable Society","142309408","",""
"","Vision Hope International","142309408","",""
"","VisionSpring","142309408","",""
"","Vita (Rti) Lbg","142309408","",""
"","VITALITE PLUS","142309408","",""
"","Vitaliy Grishenko","142309408","",""
"","Vitens Evides International (VEI)","142309408","",""
"","Vitol Charitable Foundation","142309408","",""
"","Viva Rio","142309408","",""
"","Vivekananda Mission Ashram (VMA)","142309408","",""
"","VMPPFM AND FDC","142309408","",""
"","VOLGOGRAD","142309408","",""
"","Volontariato Internazionale per lo Sviluppo","142309408","",""
"","VOLTA RIVER AUTHORITY","142309408","",""
"","Voluntary Association for Rural Development (VARD)","142309408","",""
"","Voluntary Service Organization","142309408","",""
"","Volunteer Income","142309408","",""
"","VORSI Congo; Communaut???_?? Baptiste au Centre de l'Afrique","142309408","",""
"","VPRO","142309408","",""
"","VRA","142309408","",""
"","VRUTTI","142309408","",""
"","VSO","142309408","",""
"","W.BENGAL FOREST DEPT","142309408","",""
"","WA Horncastle","142309408","",""
"","WADI-Association for Crisis Assistance and Dev. Co-operation","142309408","",""
"","WAHA International","142309408","",""
"","Walter Cheruiyot","142309408","",""
"","Walvis Bay Corridor Group","142309408","",""
"","Wamo Relief and Rehabilitation Services","142309408","",""
"","Wandera Ojanji","142309408","",""
"","Wangui Rose","142309408","",""
"","Wanyonyi Diana","142309408","",""
"","WAPDA","142309408","",""
"","WAPDA & GOP","142309408","",""
"","WAPDA AND PROVINCES","142309408","",""
"","WAPDA/PID","142309408","",""
"","War Child","142309408","",""
"","War Child Holland","142309408","",""
"","War Child UK","142309408","",""
"","War on Want","142309408","",""
"","Wardi Relief and Development Initiatives","142309408","",""
"","WARECOD","142309408","",""
"","Warshiikh Rural Development Organization","142309408","",""
"","WASSAN - Watershed Support Services & Activities Network","142309408","",""
"","Waste Capital Partners","142309408","",""
"","Watan??s Social Technical Services Association","142309408","",""
"","Watchful Association for Relief and Development","142309408","",""
"","Water & Sanitation for the Urban Poor","142309408","",""
"","Water Aid","142309408","",""
"","WATER AND POWER DEVELPOMENT AUTHORITY","142309408","",""
"","WATER AND SANITATION DEPT OF GWCL","142309408","",""
"","Water Environment and Life(WEL)","142309408","",""
"","Water for People (WFP)","142309408","",""
"","Water Resource Commission WRC","142309408","",""
"","WATER RESOURCES SECRETARIAT","142309408","",""
"","WATER SECTOR DEVELOPMENT IMPLEMENTATION UNIT - YEREVAN","142309408","",""
"","WATER SECTOR DEVELOPMENT UNIT PIU","142309408","",""
"","Water Supply Regulation Council (CRA0","142309408","",""
"","WaterAid","142309408","",""
"","WaterCan","142309408","",""
"","Waterloo Foundation","142309408","",""
"","WaterNet Trust","142309408","",""
"","WB","142309408","",""
"","WCB","142309408","",""
"","WCO World customs organization","142309408","",""
"","WD","142309408","",""
"","We Effect","142309408","",""
"","We Effect/SCC","142309408","",""
"","Weaver Press","142309408","",""
"","WEFA HUMANITARIAN RELIEF ORGANIZATION","142309408","",""
"","Wehel International","142309408","",""
"","Welfare Association","142309408","",""
"","Well Told Story","142309408","",""
"","Wellspring Advisors (with sponsoring organisation Stimson Centre)","142309408","",""
"","Welthungerhilfe","142309408","",""
"","WesBank Fund","142309408","",""
"","WEST AFRICAN GAS PIPELINE COMPANY LTD (WAPCO)(PRIVATE)","142309408","",""
"","WEST AFRICAN MONETARY INSTITUTE - WAMI","142309408","",""
"","West African Network for Peace-building C?te d??Ivoire","142309408","",""
"","WEST AFRICAN POWER POOL (WAPP) CSLG SPECIAL PURPOSE COMPANY","142309408","",""
"","West Bengal Public Works (Roads) Department","142309408","",""
"","West Ind Oce Marine Sci Ass","142309408","",""
"","West Yunnan Railway Company","142309408","",""
"","Western Cape Provincial Department of Health","142309408","",""
"","Western University","142309408","",""
"","Wetlands International","142309408","",""
"","WFSJ World Fed.Science Journal","142309408","",""
"","Whyte Reynolds International Inc.","142309408","",""
"","WIEGO:Women Inform Employment","142309408","",""
"","WiLDAF - Women in Law and Development in Africa","142309408","",""
"","WILDLIFE SERVICE","142309408","",""
"","William and Flora Hewlett Foundation","142309408","",""
"","WILLIAM CLINTON FOUNDATION","142309408","",""
"","Wilson","142309408","",""
"","Wilton Park Conference Centre","142309408","",""
"","Windle Trust","142309408","",""
"","Witness","142309408","",""
"","Wits Health Consortium (PTY) LTD","142309408","",""
"","WO=MEN Dutch Gender Platform","142309408","",""
"","Women and Child Initiative Organization","142309408","",""
"","Women and Children Child Care Organization","142309408","",""
"","Women And Health Alliance","142309408","",""
"","Women Association for Relief and Development Actions","142309408","",""
"","Women Deliver","142309408","",""
"","Women Development and Peace Building Network","142309408","",""
"","Women Development Centre (WDC) and Development with Disabled Network (DwDN)","142309408","",""
"","Women For Peace","142309408","",""
"","Women for Womens Human Rights","142309408","",""
"","Women in Crisis Movement - SLE","142309408","",""
"","Women in Need-  SRI","142309408","",""
"","Women In Social Entrepreneurship","142309408","",""
"","Women Initiatives Group Organization","142309408","",""
"","Women Living Under Muslim Laws","142309408","",""
"","Women on Waves","142309408","",""
"","Women Organization for Development & Capacity Building","142309408","",""
"","Women Pioneers for Peace and Life","142309408","",""
"","Women Promotion Centre","142309408","",""
"","Women Rehab Centre-NEP","142309408","",""
"","WOMEN RESEARCH INSTITUTE (WRI)","142309408","",""
"","Women Working Worldwide","142309408","",""
"","Women??s Learning Partnership","142309408","",""
"","Women's action Group - ZWE","142309408","",""
"","Women's Affairs Department","142309408","",""
"","Women's Crisis Centre - Palembang","142309408","",""
"","Women's Development Ctr SRI","142309408","",""
"","Women's Effort for Development and Humanitarian Affairs","142309408","",""
"","Women's Empowerment International Foundation","142309408","",""
"","WOMEN'S HEALTH EDUCATION AND P","142309408","",""
"","Women's Law Center","142309408","",""
"","Women's Learning Partnership","142309408","",""
"","Women's Legal Centre","142309408","",""
"","WOMEN'S OPTIMUM DEVE. FOUNDATI","142309408","",""
"","Women's World Day of Prayer - German Committee","142309408","",""
"","WomenWin","142309408","",""
"","Woodrow Wilson Int Center f","142309408","",""
"","WOODS HOLE RESEARCH CENTER","142309408","",""
"","WOP Africa Secretariat","142309408","",""
"","WOREC","142309408","",""
"","World Agroforestry Centre","142309408","",""
"","World Alliance Breastfeed Act","142309408","",""
"","World Ass.of Newspapers(WAN)","142309408","",""
"","World Association for Christian Communication","142309408","",""
"","World Association of Community Radio Broadcasters","142309408","",""
"","World Best practices Magazine","142309408","",""
"","World Braille Foundation","142309408","",""
"","World Cares Association","142309408","",""
"","World Concern Development Organisation","142309408","",""
"","World Federation UN Associatio","142309408","",""
"","World Fish Center","142309408","",""
"","World Fisheries Trust","142309408","",""
"","World Food Studies Univ SOW-VU","142309408","",""
"","World Hope International","142309408","",""
"","World Institute of Developmen","142309408","",""
"","World Learning / USAID","142309408","",""
"","World Meteorological Organization","142309408","",""
"","World Relief","142309408","",""
"","World Renew","142309408","",""
"","WORLD RESOURCES INSTITUTE Fred Stolle","142309408","",""
"","World Service of Mercy","142309408","",""
"","World Wide Documentaries","142309408","",""
"","Worldbike","142309408","",""
"","Writers Unlimited - Winternachten Festival","142309408","",""
"","WSP","142309408","",""
"","WSP International Europe AB","142309408","",""
"","WTM i Munka Ljungby AB","142309408","",""
"","Wuhan Municipal Government","142309408","",""
"","Wuhan Urban Drainage Development Co. Ltd.","142309408","",""
"","Wuzhou Municipal Government","142309408","",""
"","WWA","142309408","",""
"","Wyndham Forensic Group Inc.","142309408","",""
"","Xi'an Municipal Urban & Rural Constrction Commssn","142309408","",""
"","XINING DEVELOPMENT AND REFORM COMMISSION","142309408","",""
"","XINJIANG AUTONOMOUS","142309408","",""
"","XINJIANG AUTONOMOUS REGION","142309408","",""
"","Xinjiang Communications Department","142309408","",""
"","XINJIANG COMMUNICATIONS DEPARTMENT (XCD)","142309408","",""
"","XINJIANG COMMUNICATIONS DEPT.","142309408","",""
"","XINJIANG TURFAN PREFECTURE PROJECT MANAGEMENT OFFICE","142309408","",""
"","XINJIANG UYGUR AUTONOMOUS REGION","142309408","",""
"","XINJIANG YINING MUNICIPAL GOVERNMENT","142309408","",""
"","YAKSHI","142309408","",""
"","Yakubu Gowon Center for National Unity and International Cooperation","142309408","",""
"","Yale University","142309408","",""
"","Yam Giribolo Tumo - Association pour la promotion f?minine","142309408","",""
"","Yangon Network Media Group","142309408","",""
"","Yap State Government","142309408","",""
"","Yayasan  IGAMA","142309408","",""
"","Yayasan - WWF - Fonds mondial pour la nature - Indon?sie","142309408","",""
"","Yayasan Al-Fatima / Wanodja Binangkit","142309408","",""
"","Yayasan Jurnal Perempuan","142309408","",""
"","Yayasan Kelola","142309408","",""
"","Yayasan Muara","142309408","",""
"","Yayasan Mudra Swari Saraswati","142309408","",""
"","Yayasan Nastari","142309408","",""
"","Yayasan Pusat Keadilan Transisi Internasional","142309408","",""
"","Yayasan Rumah Energi","142309408","",""
"","Yayasan Sahabat Cipta","142309408","",""
"","Yayasan Setara Jambi","142309408","",""
"","Yayasan Sumba Sejahtera","142309408","",""
"","Yayasan Utan Kayu Komunitas Salihara","142309408","",""
"","YCI - Youth Challenge International","142309408","",""
"","Yegon Felix","142309408","",""
"","YELLOW RIVER COMM.","142309408","",""
"","YELLOW RIVER COMMISSION","142309408","",""
"","YELLOW RIVER DIVERSION CORPORATION","142309408","",""
"","YEREVAN WATER AND SANITATION COMPANY","142309408","",""
"","Yesh Din","142309408","",""
"","Yezi Arts","142309408","",""
"","YGEC","142309408","",""
"","YME Foundation","142309408","",""
"","York University - Robarts Centre for Canadian Studies","142309408","",""
"","York University Centre for International and Security Studies","142309408","",""
"","Young Advocates for the Advancement of ICT related Developme","142309408","",""
"","Young Advocates of Peace and Development Network","142309408","",""
"","Young African Leaders Initiative","142309408","",""
"","Young Africans Development Action","142309408","",""
"","Young Women In Action","142309408","",""
"","Young Womens Leadership Institute","142309408","",""
"","Youth and HIV/AIDS Network","142309408","",""
"","Youth Ecological Centre","142309408","",""
"","Youth for Capacity Development Organization","142309408","",""
"","Youth Leadership development F","142309408","",""
"","Youth Media","142309408","",""
"","Youth Net & Counselling","142309408","",""
"","Youth Net & Counselling Org","142309408","",""
"","Youth of JAZAS","142309408","",""
"","Yumbe District Local Governmen","142309408","",""
"","Yunnan Provincial Department of Transport","142309408","",""
"","Yuva Viklang Evam Dristibadhitarth Kalyan Sewa Sansthan","142309408","",""
"","Zambezi River Authority","142309408","",""
"","Zambezi Watercourse Commission","142309408","",""
"","Zamfara State Ministry of Health","142309408","",""
"","ZAMSIF MANAGEMENT UNIT AT MOFED","142309408","",""
"","Zamzam Foundation","142309408","",""
"","Zanmi Lasante","142309408","",""
"","Zanrec Plastics Ltd","142309408","",""
"","ZAPOPAN","142309408","",""
"","Zarga Organization for Rural Development","142309408","",""
"","ZAVKHAN PROVINCE","142309408","",""
"","ZAWD - Organization for Humanitarian and Development","142309408","",""
"","Zdenka Machnyikova","142309408","",""
"","Zema Setoch Lefitih-ETH","142309408","",""
"","ZERO Regional Environment Organisation","142309408","",""
"","ZESCO","142309408","",""
"","ZESCO LIMITED","142309408","",""
"","ZESCO LTD.","142309408","",""
"","ZHEJIANG ELECTRIC POWER COMPANY","142309408","",""
"","ZHEJIANG PROVINCE","142309408","",""
"","ZHEJIANG PROVINCIAL EXPRESSWAY PROJECT EXECUTIVE COMMISSION","142309408","",""
"","ZHEJIANG PROVINCIAL GOVERNMENT","142309408","",""
"","Zim Nat FP Council","142309408","",""
"","Zivikele Training","142309408","",""
"","ZOA Refugee Care","142309408","",""
"","Zochonis Charitable Trust","142309408","",""
"","ZONE ONE TONDO - PHL","142309408","",""
"","ZONTA INTERNATIONAL","142309408","",""
"","Zoomaal Inc","142309408","",""
"","ZPEPB","142309408","",""
"","Zuellig Family Foundation","142309408","",""
"","","142309408","",""
"","","142309408","",""
"","3F - Fagligt F_?lles Forbund","142309408","",""
"","ACI-PARTICIPA","142309408","",""
"","1. Ministry of Education","142309408","",""
"","1. MINISTRY OF FINANCE AND: 2. HIGHER EDUCATION COMMISSION","142309408","",""
"","1. Ministry of Gender Culture & Social Service","142309408","",""
"","1. Ministry of Health","142309408","",""
"","1. Ministry of Health;","142309408","",""
"","1. Ministry of Health;","142309408","",""
"","11.11.11 - Koepel van de Vlaamse Noord-Zuidbeweging vzw","142309408","",""
"","48 Cantones de Totonicap??n","142309408","",""
"","92-GRUPPEN","142309408","",""
"","A Single Drop for Safe Water Inc.","142309408","",""
"","A.N.E.P.","142309408","",""
"","??F International AB","142309408","",""
